batter,name,pa,k_pct,bb_pct,chase_pct,whiff_pct,barrel_pct,kmeans_label,gmm_label,dbscan_label,archetype
593428,Xander Bogaerts,314,17.8343949044586,10.828025477707008,25.914149443561207,20.80152671755725,5.9,0,0,0,contact
802415,Chandler Simpson,312,10.256410256410255,5.448717948717949,29.79591836734694,8.421052631578947,0.0,0,0,0,contact
691026,Masyn Winn,307,19.21824104234528,8.143322475570033,23.69747899159664,18.7984496124031,3.2,0,0,0,contact
808982,Jung Hoo Lee,306,9.477124183006536,4.248366013071895,30.40421792618629,10.836501901140684,2.7,0,0,0,contact
681082,Bryson Stott,302,17.549668874172184,7.28476821192053,32.854864433811805,15.849056603773583,7.1,0,0,0,contact
571448,Nolan Arenado,302,20.198675496688743,7.947019867549669,31.87311178247734,21.32616487455197,6.7,0,0,0,contact
695600,Carter Jensen,300,26.33333333333333,8.666666666666666,25.0,25.849056603773583,8.3,1,0,0,power
678662,Ezequiel Tovar,300,27.666666666666668,5.333333333333333,45.18900343642612,26.696165191740413,7.1,1,0,0,power
571970,Max Muncy,299,23.411371237458194,11.705685618729095,24.750830564784053,24.51737451737452,14.7,1,1,0,power
695506,Jac Caglianone,297,30.303030303030305,8.417508417508417,34.905660377358494,28.448275862068964,16.9,1,1,0,power
687462,Spencer Horwitz,296,13.513513513513514,13.513513513513514,24.16534181240064,13.721413721413722,8.6,0,1,0,contact
680574,Matt Mclain,296,26.013513513513512,11.824324324324325,24.675324675324678,23.74245472837022,9.4,1,1,0,power
671739,Michael Harris,295,20.0,4.406779661016949,45.2991452991453,22.97297297297297,14.6,1,1,0,power
672580,Maikel García,294,15.306122448979592,8.16326530612245,22.735346358792185,13.769751693002258,4.9,0,0,0,contact
673548,Seiya Suzuki,294,26.53061224489796,9.863945578231291,23.04147465437788,24.37619961612284,8.3,1,0,0,power
686469,Vinnie Pasquantino,293,17.406143344709896,10.238907849829353,30.01579778830964,14.095238095238097,7.2,0,0,0,contact
689414,Liam Hicks,289,9.688581314878892,9.688581314878892,26.678765880217785,10.208816705336426,4.4,0,0,0,contact
656811,Ryan O'Hearn,289,22.14532871972318,6.920415224913495,33.445378151260506,20.03780718336484,6.4,0,0,0,contact
650489,Willi Castro,289,25.60553633217993,8.650519031141869,37.06624605678233,27.035830618892508,6.0,1,0,0,power
641343,Jake Bauers,288,25.34722222222222,12.5,20.033112582781456,24.897119341563787,12.7,1,1,0,power
641487,J. P. Crawford,287,19.51219512195122,13.2404181184669,19.93243243243243,15.250544662309368,7.4,0,0,0,contact
682829,Elly De La Cruz,286,28.67132867132867,9.090909090909092,26.600985221674875,26.778242677824267,13.7,1,1,0,power
687859,Troy Johnston,284,17.253521126760564,8.450704225352112,34.35114503816794,21.3307240704501,2.4,0,0,0,contact
665833,Oneil Cruz,283,34.628975265017665,9.89399293286219,32.36641221374046,35.64356435643565,16.4,1,1,0,power
665019,Kody Clemens,283,21.20141342756184,6.360424028268551,31.729055258467024,21.973929236499067,12.6,1,1,0,power
665926,Andrés Giménez,283,19.434628975265017,3.180212014134276,42.88354898336414,21.95945945945946,3.8,0,0,0,contact
694384,Nolan Schanuel,282,14.893617021276595,8.156028368794326,28.15884476534296,15.968063872255488,2.4,0,0,0,contact
677649,Ezequiel Duran,281,23.487544483985765,7.473309608540926,36.61971830985915,23.646209386281587,5.7,0,0,0,contact
686555,Isaac Collins,281,23.131672597864767,12.099644128113878,19.81132075471698,19.95249406175772,5.7,0,0,0,contact
665742,Juan Soto,281,12.455516014234876,12.811387900355871,20.344827586206897,17.59259259259259,14.4,0,1,0,contact
800050,Chase Delauter,279,13.620071684587812,10.03584229390681,19.485294117647054,13.303769401330378,5.6,0,0,0,contact
683146,Brett Baty,279,27.59856630824373,10.03584229390681,26.956521739130437,26.577437858508603,8.2,1,1,0,power
656775,Cedric Mullins,278,19.42446043165468,8.273381294964029,29.609929078014183,19.851576994434136,4.1,0,0,0,contact
683083,Nasim Nuñez,275,23.63636363636364,10.181818181818182,26.75044883303411,20.11173184357542,0.0,0,0,0,contact
543807,George Springer,275,19.63636363636364,10.181818181818182,25.261324041811847,21.428571428571427,7.5,0,0,0,contact
686217,Sal Frelick,274,9.124087591240876,8.75912408759124,22.612085769980503,9.049773755656108,2.3,0,0,0,contact
671277,Luis García,274,14.963503649635037,4.37956204379562,40.99264705882353,16.252390057361378,10.0,0,1,0,contact
643446,Jeff Mcneil,273,12.82051282051282,7.326007326007326,32.75529865125241,14.2602495543672,0.9,0,0,0,contact
696285,Jacob Young,272,19.11764705882353,4.411764705882353,27.383367139959432,18.16143497757848,6.4,0,0,0,contact
702332,Caleb Durbin,271,14.391143911439114,5.904059040590406,28.32980972515856,14.732142857142858,2.8,0,0,0,contact
514888,José Altuve,270,21.48148148148148,8.518518518518519,35.055350553505534,23.178807947019862,6.5,0,0,0,contact
691720,Kyle Karros,270,21.11111111111111,11.11111111111111,23.96694214876033,23.38204592901879,7.4,0,0,0,contact
657757,Gavin Sheets,270,23.33333333333333,10.37037037037037,32.27953410981697,18.951612903225808,8.5,0,1,0,contact
545121,Ildemaro Vargas,270,9.25925925925926,4.444444444444445,39.130434782608695,12.606837606837606,4.0,0,0,0,contact
624585,Jorge Soler,270,31.11111111111111,10.0,27.35191637630662,33.72781065088758,11.1,1,1,0,power
662139,Daulton Varsho,268,20.895522388059703,8.208955223880597,36.21908127208481,18.352059925093634,7.0,0,0,0,contact
803011,Sam Antonacci,265,14.716981132075473,7.547169811320755,21.52380952380953,13.488372093023257,7.0,0,0,0,contact
663757,Trent Grisham,265,15.849056603773583,14.339622641509434,16.34980988593156,15.0,12.0,0,1,0,contact
700932,Kyle Manzardo,265,31.69811320754717,10.566037735849056,31.04631217838765,28.54330708661417,11.4,1,1,0,power
592626,Joc Pederson,264,21.96969696969697,11.742424242424242,28.125,27.720739219712527,11.2,1,1,0,power
694212,Samuel Basallo,262,25.95419847328244,7.633587786259542,40.59590316573557,27.680311890838208,11.6,1,1,0,power
592450,Aaron Judge,261,27.58620689655172,14.17624521072797,25.81168831168831,30.1255230125523,21.7,1,1,-1,power
