batter,name,team,pa,avg,obp,p_1b,p_2b,p_3b,p_hr,p_bb,p_k,p_dp,p_out,p_sf,p_sh,sb_rate,cs_rate
650859,Luis Rengifo,Milwaukee,209,0.205,0.28,0.13875598086124402,0.0430622009569378,0.0,0.0,0.09569377990430605,0.11483253588516747,0.009569377990430622,0.5789473684210527,0.009569377990430622,0.009569377990430622,0.061224489795918366,0.04081632653061224
666126,Carlos Cortes,Athletics,209,0.272,0.354,0.16267942583732056,0.0430622009569378,0.004784688995215311,0.028708133971291867,0.11483253588516751,0.11961722488038277,0.03827751196172249,0.48325358851674644,0.004784688995215311,0.0,0.017241379310344827,0.0
663993,Nathaniel Lowe,Cincinnati,207,0.253,0.343,0.11594202898550725,0.06280193236714976,0.0,0.043478260869565216,0.12077294685990336,0.2560386473429952,0.004830917874396135,0.3961352657004831,0.0,0.0,0.0,0.0
657656,Ramón Laureano,San Diego,206,0.203,0.286,0.10679611650485436,0.02912621359223301,0.009708737864077669,0.03398058252427184,0.10679611650485432,0.3155339805825243,0.0048543689320388345,0.38349514563106796,0.009708737864077669,0.0,0.1590909090909091,0.045454545454545456
669236,Jeremiah Jackson,Baltimore,206,0.251,0.267,0.16990291262135923,0.038834951456310676,0.0,0.03398058252427184,0.024271844660194164,0.1941747572815534,0.04854368932038835,0.48058252427184467,0.009708737864077669,0.0,0.05,0.025
690976,Alex Freeland,Los Angeles,205,0.226,0.312,0.14634146341463414,0.03414634146341464,0.0,0.014634146341463415,0.1121951219512195,0.28780487804878047,0.024390243902439025,0.35609756097560974,0.00975609756097561,0.014634146341463415,0.018867924528301886,0.0
681481,Kerry Carpenter,Detroit,205,0.238,0.309,0.11219512195121951,0.024390243902439025,0.00975609756097561,0.06341463414634146,0.10243902439024388,0.2975609756097561,0.00975609756097561,0.36585365853658536,0.014634146341463415,0.0,0.0,0.0
681351,Logan O\'Hoppe,Los Angeles,205,0.231,0.294,0.15121951219512195,0.03902439024390244,0.0,0.01951219512195122,0.08292682926829276,0.24878048780487805,0.014634146341463415,0.43414634146341463,0.004878048780487805,0.004878048780487805,0.0,0.0
682626,Francisco Alvarez,New York,204,0.245,0.307,0.14215686274509803,0.03431372549019608,0.0,0.04411764705882353,0.0931372549019609,0.2696078431372549,0.05392156862745098,0.35784313725490197,0.004901960784313725,0.0,0.0,0.0
663743,Nick Fortes,Tampa Bay,204,0.254,0.297,0.18137254901960784,0.049019607843137254,0.0,0.004901960784313725,0.05882352941176472,0.12254901960784313,0.029411764705882353,0.5392156862745098,0.004901960784313725,0.00980392156862745,0.0,0.0
687401,Joey Ortiz,Milwaukee,203,0.203,0.28,0.14285714285714285,0.024630541871921183,0.0,0.009852216748768473,0.09852216748768483,0.18719211822660098,0.019704433497536946,0.4876847290640394,0.014778325123152709,0.014778325123152709,0.10204081632653061,0.061224489795918366
667670,Brent Rooker,Athletics,203,0.2,0.281,0.10837438423645321,0.019704433497536946,0.0,0.04926108374384237,0.10344827586206895,0.32019704433497537,0.014778325123152709,0.37438423645320196,0.009852216748768473,0.0,0.046511627906976744,0.0
642086,Dominic Smith,Atlanta,203,0.279,0.322,0.1921182266009852,0.024630541871921183,0.0049261083743842365,0.029556650246305417,0.06896551724137945,0.1330049261083744,0.019704433497536946,0.4975369458128079,0.024630541871921183,0.0049261083743842365,0.0,0.0
641857,Ryan McMahon,New York,202,0.21,0.269,0.13366336633663367,0.019801980198019802,0.0,0.039603960396039604,0.07425742574257421,0.3069306930693069,0.024752475247524754,0.39603960396039606,0.0,0.0049504950495049506,0.07142857142857142,0.023809523809523808
665161,Jeremy Peña,Houston,202,0.295,0.356,0.19306930693069307,0.04455445544554455,0.0,0.0297029702970297,0.08910891089108908,0.17326732673267325,0.0049504950495049506,0.4603960396039604,0.0049504950495049506,0.0,0.14035087719298245,0.017543859649122806
669257,Will Smith,Los Angeles,201,0.249,0.338,0.15920398009950248,0.024875621890547265,0.0,0.029850746268656716,0.12437810945273631,0.1691542288557214,0.024875621890547265,0.4527363184079602,0.014925373134328358,0.0,0.0,0.0
680700,Richie Palacios,Tampa Bay,200,0.225,0.325,0.15,0.03,0.01,0.005,0.13,0.19,0.02,0.46,0.005,0.0,0.125,0.08928571428571429
810938,Ben Williamson,Tampa Bay,198,0.237,0.315,0.15656565656565657,0.04040404040404041,0.005050505050505051,0.010101010101010102,0.10101010101010088,0.1919191919191919,0.030303030303030304,0.4595959595959596,0.0,0.005050505050505051,0.09803921568627451,0.0196078431372549
664034,Ty France,San Diego,195,0.273,0.335,0.14358974358974358,0.041025641025641026,0.010256410256410256,0.05128205128205128,0.09230769230769242,0.24615384615384617,0.02564102564102564,0.38461538461538464,0.005128205128205128,0.0,0.022222222222222223,0.022222222222222223
669224,Austin Wells,New York,194,0.153,0.253,0.10309278350515463,0.010309278350515464,0.0,0.020618556701030927,0.11855670103092786,0.27835051546391754,0.02577319587628866,0.4381443298969072,0.005154639175257732,0.0,0.023255813953488372,0.0
666160,Mickey Moniak,Colorado,192,0.271,0.323,0.109375,0.052083333333333336,0.015625,0.07291666666666667,0.07291666666666663,0.24479166666666666,0.015625,0.4114583333333333,0.005208333333333333,0.0,0.02857142857142857,0.0
687551,Drew Gilbert,San Francisco,192,0.228,0.316,0.13020833333333334,0.041666666666666664,0.010416666666666666,0.015625,0.11458333333333337,0.17708333333333334,0.020833333333333332,0.4739583333333333,0.005208333333333333,0.010416666666666666,0.0,0.06382978723404255
681715,Heriberto Hernández,Miami,192,0.221,0.297,0.125,0.026041666666666668,0.005208333333333333,0.041666666666666664,0.09895833333333337,0.234375,0.005208333333333333,0.4583333333333333,0.005208333333333333,0.0,0.11627906976744186,0.046511627906976744
671218,Heliot Ramos,San Francisco,191,0.268,0.309,0.14659685863874344,0.06282722513089005,0.010471204188481676,0.031413612565445025,0.05759162303664933,0.2513089005235602,0.010471204188481676,0.42408376963350786,0.005235602094240838,0.0,0.0,0.0
650402,Gleyber Torres,Detroit,190,0.28,0.395,0.17894736842105263,0.031578947368421054,0.0,0.021052631578947368,0.16315789473684206,0.1736842105263158,0.010526315789473684,0.4105263157894737,0.010526315789473684,0.0,0.0,0.0
660688,Keibert Ruiz,Washington,190,0.285,0.316,0.15263157894736842,0.08421052631578947,0.0,0.031578947368421054,0.047368421052631504,0.13157894736842105,0.02631578947368421,0.5157894736842106,0.010526315789473684,0.0,0.05263157894736842,0.02631578947368421
670770,TJ Friedl,Cincinnati,186,0.172,0.253,0.10752688172043011,0.03225806451612903,0.0,0.010752688172043012,0.09677419354838712,0.23655913978494625,0.005376344086021506,0.4838709677419355,0.005376344086021506,0.021505376344086023,0.13157894736842105,0.0
687363,Victor Scott II,St. Louis,184,0.194,0.276,0.13043478260869565,0.021739130434782608,0.0,0.010869565217391304,0.09782608695652162,0.2391304347826087,0.016304347826086956,0.42391304347826086,0.005434782608695652,0.05434782608695652,0.21428571428571427,0.09523809523809523
678391,Jorbit Vivas,Washington,184,0.25,0.326,0.16304347826086957,0.03804347826086957,0.0,0.016304347826086956,0.10869565217391286,0.13043478260869565,0.016304347826086956,0.5054347826086957,0.010869565217391304,0.010869565217391304,0.0,0.02040816326530612
687093,Vaughn Grissom,Los Angeles,184,0.231,0.311,0.125,0.05434782608695652,0.0,0.021739130434782608,0.11413043478260865,0.125,0.03804347826086957,0.5054347826086957,0.016304347826086956,0.0,0.0,0.0
664770,Nathan Lukes,Toronto,183,0.299,0.348,0.20765027322404372,0.04371584699453552,0.0,0.02185792349726776,0.07103825136612019,0.15846994535519127,0.03278688524590164,0.44808743169398907,0.00546448087431694,0.01092896174863388,0.0,0.0196078431372549
664728,Kyle Isbel,Kansas City,183,0.244,0.298,0.15846994535519127,0.03825136612021858,0.00546448087431694,0.01639344262295082,0.07103825136612019,0.22404371584699453,0.02185792349726776,0.43169398907103823,0.00546448087431694,0.0273224043715847,0.11904761904761904,0.0
807799,Masataka Yoshida,Boston,181,0.25,0.331,0.16022099447513813,0.04419889502762431,0.0055248618784530384,0.011049723756906077,0.11049723756906082,0.11602209944751381,0.0055248618784530384,0.5414364640883977,0.0055248618784530384,0.0,0.04081632653061224,0.0
805999,A.J. Ewing,New York,181,0.268,0.352,0.16574585635359115,0.03867403314917127,0.0055248618784530384,0.022099447513812154,0.11602209944751385,0.24861878453038674,0.0055248618784530384,0.3812154696132597,0.0055248618784530384,0.011049723756906077,0.1568627450980392,0.11764705882352941
669707,Jared Triolo,Pittsburgh,179,0.238,0.311,0.16201117318435754,0.0446927374301676,0.0,0.00558659217877095,0.1005586592178771,0.25139664804469275,0.0223463687150838,0.40782122905027934,0.0,0.00558659217877095,0.10869565217391304,0.021739130434782608
543877,Christian Vázquez,Houston,178,0.216,0.274,0.1404494382022472,0.033707865168539325,0.0,0.02247191011235955,0.0730337078651685,0.16292134831460675,0.011235955056179775,0.5393258426966292,0.0,0.016853932584269662,0.0,0.0
699912,Jose Fernandez,Arizona,177,0.255,0.289,0.1807909604519774,0.03954802259887006,0.0,0.01694915254237288,0.04519774011299438,0.22598870056497175,0.011299435028248588,0.4576271186440678,0.0,0.022598870056497175,0.175,0.05
691781,Brady House,Washington,177,0.227,0.282,0.12994350282485875,0.03954802259887006,0.0,0.03954802259887006,0.07344632768361581,0.2824858757062147,0.022598870056497175,0.4067796610169492,0.005649717514124294,0.0,0.027777777777777776,0.0
687221,Dalton Rushing,Los Angeles,176,0.244,0.33,0.125,0.03977272727272727,0.0,0.05113636363636364,0.11363636363636376,0.26704545454545453,0.011363636363636364,0.39204545454545453,0.0,0.0,0.0,0.0
805811,Bryce Eldridge,San Francisco,176,0.275,0.364,0.14204545454545456,0.0625,0.0,0.03409090909090909,0.125,0.23295454545454544,0.0,0.3977272727272727,0.005681818181818182,0.0,0.0,0.0
596115,Trevor Story,Boston,176,0.206,0.244,0.13636363636363635,0.03977272727272727,0.0,0.017045454545454544,0.051136363636363646,0.32386363636363635,0.03409090909090909,0.38636363636363635,0.011363636363636364,0.0,0.12121212121212122,0.0
672761,Wenceel Pérez,Detroit,175,0.18,0.246,0.09714285714285714,0.022857142857142857,0.005714285714285714,0.04,0.08000000000000007,0.1657142857142857,0.005714285714285714,0.5828571428571429,0.0,0.0,0.0967741935483871,0.03225806451612903
694208,Moisés Ballesteros,Chicago,175,0.231,0.303,0.13714285714285715,0.03428571428571429,0.0,0.03428571428571429,0.09714285714285709,0.2057142857142857,0.005714285714285714,0.4742857142857143,0.011428571428571429,0.0,0.024390243902439025,0.0
694671,Wyatt Langford,Texas,173,0.278,0.324,0.15606936416184972,0.046242774566473986,0.011560693641618497,0.046242774566473986,0.06358381502890176,0.2138728323699422,0.017341040462427744,0.44508670520231214,0.0,0.0,0.15789473684210525,0.0
678218,Brandon Valenzuela,Toronto,172,0.24,0.327,0.13372093023255813,0.03488372093023256,0.0,0.040697674418604654,0.11627906976744184,0.25,0.005813953488372093,0.4069767441860465,0.005813953488372093,0.005813953488372093,0.023255813953488372,0.0
700337,Edgar Quero,Chicago,172,0.187,0.253,0.14534883720930233,0.005813953488372093,0.0,0.011627906976744186,0.08720930232558133,0.23837209302325582,0.029069767441860465,0.4418604651162791,0.029069767441860465,0.011627906976744186,0.025,0.0
672275,Patrick Bailey,"Cleveland,San Francisco",172,0.171,0.228,0.12209302325581395,0.01744186046511628,0.005813953488372093,0.011627906976744186,0.06976744186046502,0.2558139534883721,0.029069767441860465,0.47674418604651164,0.005813953488372093,0.005813953488372093,0.06060606060606061,0.0
679845,Nick Loftin,Kansas City,170,0.229,0.325,0.1,0.07058823529411765,0.0058823529411764705,0.01764705882352941,0.12941176470588234,0.12941176470588237,0.01764705882352941,0.5058823529411764,0.01764705882352941,0.0058823529411764705,0.02564102564102564,0.0
703607,Henry Bolte,Athletics,170,0.293,0.373,0.20588235294117646,0.03529411764705882,0.0,0.011764705882352941,0.12352941176470589,0.2823529411764706,0.01764705882352941,0.31176470588235294,0.011764705882352941,0.0,0.2,0.05454545454545454
656484,Tristan Gray,Minnesota,169,0.232,0.274,0.15976331360946747,0.029585798816568046,0.0,0.023668639053254437,0.059171597633136064,0.3076923076923077,0.005917159763313609,0.3905325443786982,0.01775147928994083,0.005917159763313609,0.05405405405405406,0.0
696030,Alejandro Osuna,Texas,168,0.247,0.341,0.19047619047619047,0.023809523809523808,0.0,0.0,0.125,0.14285714285714285,0.017857142857142856,0.49404761904761907,0.0,0.005952380952380952,0.07547169811320754,0.03773584905660377
680779,Henry Davis,Pittsburgh,167,0.15,0.241,0.059880239520958084,0.029940119760479042,0.0,0.041916167664670656,0.10778443113772451,0.2155688622754491,0.017964071856287425,0.5149700598802395,0.005988023952095809,0.005988023952095809,0.07142857142857142,0.03571428571428571
691777,Max Muncy,Athletics,167,0.235,0.299,0.12574850299401197,0.041916167664670656,0.011976047904191617,0.029940119760479042,0.08982035928143706,0.32934131736526945,0.023952095808383235,0.32934131736526945,0.017964071856287425,0.0,0.08333333333333333,0.05555555555555555
677588,José Tena,Washington,164,0.225,0.287,0.12195121951219512,0.054878048780487805,0.012195121951219513,0.018292682926829267,0.07926829268292679,0.32926829268292684,0.03048780487804878,0.35365853658536583,0.0,0.0,0.06060606060606061,0.0
596142,Gary Sánchez,Milwaukee,162,0.215,0.364,0.09259259259259259,0.024691358024691357,0.006172839506172839,0.04938271604938271,0.191358024691358,0.18518518518518517,0.037037037037037035,0.4074074074074074,0.006172839506172839,0.0,0.0,0.0
680728,Adrian Del Castillo,Arizona,161,0.182,0.242,0.11801242236024845,0.024844720496894408,0.0,0.024844720496894408,0.07453416149068326,0.2919254658385093,0.031055900621118012,0.42857142857142855,0.006211180124223602,0.0,0.0,0.0
666023,Freddy Fermin,San Diego,160,0.147,0.248,0.06875,0.0375,0.0,0.01875,0.11875000000000002,0.2,0.0125,0.5125,0.0125,0.01875,0.0,0.03333333333333333
641933,Tyler O\'Neill,Baltimore,159,0.187,0.289,0.1069182389937107,0.03773584905660377,0.0,0.018867924528301886,0.12578616352201255,0.27672955974842767,0.012578616352201259,0.42138364779874216,0.0,0.0,0.02702702702702703,0.0
543309,Kyle Higashioka,Texas,159,0.22,0.308,0.14465408805031446,0.018867924528301886,0.0,0.031446540880503145,0.1132075471698113,0.2578616352201258,0.031446540880503145,0.4025157232704403,0.0,0.0,0.0,0.0
665966,Carlos Narváez,Boston,158,0.193,0.263,0.12025316455696203,0.0379746835443038,0.0,0.012658227848101266,0.08860759493670889,0.3227848101265823,0.0379746835443038,0.35443037974683544,0.012658227848101266,0.012658227848101266,0.030303030303030304,0.0
620443,Luis Torrens,New York,157,0.217,0.277,0.12738853503184713,0.05732484076433121,0.0,0.012738853503184714,0.07643312101910826,0.21656050955414013,0.006369426751592357,0.49044585987261147,0.0,0.012738853503184714,0.0,0.0
686611,Dylan Crews,Washington,155,0.234,0.284,0.15483870967741936,0.03225806451612903,0.0,0.03225806451612903,0.06451612903225812,0.2064516129032258,0.012903225806451613,0.4967741935483871,0.0,0.0,0.14705882352941177,0.0
694362,Blake Dunn,Cincinnati,155,0.282,0.335,0.1935483870967742,0.04516129032258064,0.0064516129032258064,0.012903225806451613,0.07741935483870976,0.2129032258064516,0.012903225806451613,0.432258064516129,0.0064516129032258064,0.0,0.11904761904761904,0.07142857142857142
676356,Jonny DeLuca,Tampa Bay,154,0.264,0.303,0.13636363636363635,0.08441558441558442,0.0,0.025974025974025976,0.051948051948051854,0.19480519480519481,0.03896103896103896,0.45454545454545453,0.0,0.012987012987012988,0.2413793103448276,0.06896551724137931
666139,Josh Lowe,Los Angeles,153,0.217,0.257,0.13725490196078433,0.026143790849673203,0.0,0.0392156862745098,0.05228758169934644,0.28104575163398693,0.0,0.45098039215686275,0.006535947712418301,0.006535947712418301,0.06896551724137931,0.0
666971,Lourdes Gurriel Jr.,Arizona,153,0.22,0.268,0.13725490196078433,0.05228758169934641,0.0,0.013071895424836602,0.065359477124183,0.1830065359477124,0.0,0.5359477124183006,0.013071895424836602,0.0,0.03225806451612903,0.0
642708,Amed Rosario,New York,153,0.25,0.294,0.13725490196078433,0.026143790849673203,0.006535947712418301,0.058823529411764705,0.065359477124183,0.20915032679738563,0.006535947712418301,0.47058823529411764,0.0196078431372549,0.0,0.03225806451612903,0.0
664702,Myles Straw,Toronto,152,0.239,0.3,0.1513157894736842,0.039473684210526314,0.0,0.019736842105263157,0.08552631578947367,0.14473684210526316,0.013157894736842105,0.5131578947368421,0.019736842105263157,0.013157894736842105,0.05555555555555555,0.027777777777777776
682818,Yohendrick Pinango,Toronto,151,0.268,0.311,0.17218543046357615,0.046357615894039736,0.0,0.033112582781456956,0.0596026490066226,0.2251655629139073,0.039735099337748346,0.423841059602649,0.0,0.0,0.0,0.0
673237,Yainer Diaz,Houston,150,0.239,0.267,0.16,0.04666666666666667,0.0,0.02,0.040000000000000036,0.17333333333333334,0.03333333333333333,0.5133333333333333,0.013333333333333334,0.0,0.0,0.03333333333333333
682668,Luisangel Acuña,Chicago,150,0.217,0.257,0.18,0.013333333333333334,0.0,0.006666666666666667,0.053333333333333455,0.18,0.02666666666666667,0.5133333333333333,0.013333333333333334,0.013333333333333334,0.4,0.08571428571428572
